Sicil_ID,Hire Date,Termination Date,Gender,Seniority,Age Range,Education Level,Title,City
M13312,42273,,Male,E,25-31,High School,YY,zonguldak
M13313,42932,,Female,C,32-38,Master's Degree,YY,bartin
M13314,45453,,Male,F,52+,Bachelor's Degree,RR,elazið
M13315,44817,,Male,D,46-52,Doctorate,RR,çanakkale
M13316,42503,,Male,E,25-31,Associate Degree,KK,þanliurfa
M13317,45157,,Female,G,39-45,Associate Degree,KK,nevþehir
M13318,42281,,Male,E,39-45,Primary School,RR,erzincan
M13319,45489,,Female,B,25-31,Master's Degree,XX,aksaray
M13320,42495,,Female,B,25-31,High School,KK,adana
M13321,44607,,Male,C,39-45,Doctorate,RR,muðla
M13322,45602,,Female,F,52+,Bachelor's Degree,PP,nevþehir
M13323,45513,,Male,F,25-31,Doctorate,ZZ,denizli
M13324,42362,,Female,E,32-38,Doctorate,TT,eskiþehir
M13325,44891,,Female,C,32-38,High School,XX,istanbul
M13326,44807,,Male,F,25-31,Primary School,TT,denizli
M13327,42532,,Female,B,52+,Bachelor's Degree,ZZ,þanliurfa
M13328,43059,,Female,E,18-24,Bachelor's Degree,KK,bingöl
M13329,44589,,Male,C,32-38,Doctorate,ZZ,aðri
M13330,42450,,Female,E,32-38,Associate Degree,XX,düzce
M13331,45218,,Female,F,18-24,Bachelor's Degree,KK,edirne
M13332,43928,,Female,C,18-24,Primary School,KK,kirikkale
M13333,44300,,Male,A,25-31,Doctorate,ZZ,niðde
M13334,45640,,Female,E,18-24,Master's Degree,XX,denizli
M13335,43743,,Male,F,25-31,High School,XX,amasya
M13336,44531,,Female,A,46-52,Bachelor's Degree,YY,samsun
M13337,42204,,Female,E,32-38,High School,RR,bingöl
M13338,42615,,Male,E,46-52,Primary School,PP,kars
M13339,44972,,Female,C,32-38,Master's Degree,YY,kastamonu
M13340,44738,,Female,B,18-24,Doctorate,KK,kahramanmaraþ
M13341,42701,,Female,G,52+,Doctorate,TT,niðde
M13342,42630,,Female,E,46-52,Associate Degree,XX,kirikkale
M13343,45588,,Male,F,25-31,Primary School,TT,afyonkarahisar
M13344,45500,,Female,C,18-24,Doctorate,XX,zonguldak
M13345,44922,,Male,D,39-45,Doctorate,KK,kirklareli
M13346,44654,,Male,G,46-52,High School,RR,siirt
M13347,42176,,Male,A,25-31,Associate Degree,YY,edirne
M13348,45447,,Male,F,39-45,Doctorate,XX,çankiri
M13349,43487,,Female,A,32-38,High School,KK,balikesir
M13350,45067,,Female,G,18-24,Doctorate,XX,mersin
M13351,42648,,Male,E,32-38,Doctorate,KK,niðde
M13352,43021,,Female,B,32-38,High School,ZZ,rize
M13353,43757,,Male,G,25-31,Doctorate,XX,iðdir
M13354,44084,,Female,D,32-38,Bachelor's Degree,PP,erzincan
M13355,45335,,Female,G,39-45,High School,YY,antalya
M13356,45065,,Male,B,46-52,Primary School,XX,muðla
M13357,45302,,Male,D,18-24,Master's Degree,TT,þanliurfa
M13358,42894,,Male,G,18-24,Doctorate,YY,kilis
M13359,43925,,Female,A,52+,Primary School,RR,bolu
M13360,42323,,Male,F,46-52,Primary School,RR,mardin
M13361,42454,,Male,E,18-24,Primary School,YY,kocaeli
M13362,44460,,Female,E,32-38,Doctorate,ZZ,manisa
M13363,43411,,Female,F,32-38,Primary School,XX,erzincan
M13364,43170,,Female,E,25-31,Associate Degree,TT,mardin
M13365,43236,,Male,F,52+,Bachelor's Degree,RR,kars
M13366,45483,,Male,C,32-38,Associate Degree,KK,burdur
M13367,44390,,Male,D,46-52,High School,KK,sinop
M13368,44161,,Female,B,39-45,Primary School,KK,kirklareli
M13369,42669,,Male,F,39-45,Primary School,KK,çorum
M13370,42893,,Female,E,18-24,Associate Degree,ZZ,yozgat
M13371,45606,,Male,C,25-31,Master's Degree,TT,tunceli
M13372,43191,,Male,D,39-45,Associate Degree,KK,batman
M13373,43594,,Female,E,46-52,Associate Degree,KK,hakkari
M13374,44722,,Male,C,18-24,Doctorate,PP,elazið
M13375,44752,,Female,B,39-45,Associate Degree,RR,adana
M13376,42986,,Female,G,32-38,Doctorate,XX,bilecik
M13377,42783,,Female,E,39-45,Associate Degree,YY,tekirdað
M13378,43278,,Male,C,52+,Master's Degree,PP,siirt
M13379,43439,,Female,D,39-45,Associate Degree,KK,þanliurfa
M13380,42987,,Male,C,32-38,Master's Degree,RR,trabzon
M13381,42026,,Female,B,32-38,Doctorate,ZZ,istanbul
M13382,43368,,Female,E,39-45,Bachelor's Degree,XX,kocaeli
M13383,44043,,Male,F,25-31,Primary School,RR,bitlis
M13384,45534,,Female,F,46-52,Primary School,KK,manisa
M13385,44297,,Female,G,25-31,Master's Degree,YY,trabzon
M13386,43394,,Male,C,46-52,Master's Degree,KK,manisa
M13387,44551,,Female,E,18-24,Doctorate,ZZ,çorum
M13388,44478,,Female,E,32-38,High School,PP,amasya
M13389,44893,,Female,D,46-52,Primary School,ZZ,yalova
M13390,45405,,Female,E,25-31,Master's Degree,RR,karaman
M13391,45629,,Female,G,39-45,Bachelor's Degree,RR,eskiþehir
M13392,43254,,Female,G,46-52,Master's Degree,YY,istanbul
M13393,43574,,Female,G,39-45,Primary School,YY,trabzon
M13394,45056,,Male,F,52+,High School,RR,denizli
M13395,44404,,Female,E,18-24,Primary School,XX,adiyaman
M13396,43869,,Male,A,52+,High School,KK,kars
M13397,45187,,Male,E,18-24,Bachelor's Degree,TT,çanakkale
M13398,43740,,Female,F,46-52,Associate Degree,KK,uþak
M13399,43232,,Male,A,46-52,Associate Degree,XX,samsun
M13400,44486,,Male,C,52+,Master's Degree,RR,istanbul
M13401,43457,,Male,E,32-38,High School,TT,konya
M13402,44260,,Female,A,52+,Bachelor's Degree,XX,karabük
M13403,45484,,Female,E,18-24,High School,RR,aydin
M13404,42099,,Male,D,18-24,Master's Degree,XX,çanakkale
M13405,44415,,Male,A,46-52,Associate Degree,PP,sivas
M13406,43706,,Male,D,52+,Master's Degree,RR,kayseri
M13407,44079,,Female,D,32-38,High School,TT,iðdir
M13408,45384,,Male,A,39-45,Associate Degree,ZZ,malatya
M13409,44045,,Female,G,39-45,Primary School,XX,bingöl
M13410,45576,,Male,F,18-24,Master's Degree,RR,adana
M13411,44035,,Female,G,18-24,Primary School,ZZ,karaman
M13412,43670,,Female,F,52+,Bachelor's Degree,XX,istanbul
M13413,44897,,Female,E,52+,Master's Degree,RR,iðdir
M13414,44318,,Male,C,39-45,Master's Degree,PP,van
M13415,42576,,Male,G,25-31,High School,YY,diyarbakir
M13416,45157,,Male,E,46-52,High School,RR,antalya
M13417,42039,,Female,D,18-24,Master's Degree,KK,kilis
M13418,44274,,Female,B,46-52,Master's Degree,PP,denizli
M13419,44130,,Female,B,52+,High School,KK,karabük
M13420,44486,,Female,E,39-45,Doctorate,PP,tunceli
M13421,44814,,Female,G,32-38,Associate Degree,TT,gümüþhane
M13422,45055,,Male,A,46-52,Doctorate,PP,gaziantep
M13423,45408,,Male,B,52+,High School,YY,ardahan
M13424,45521,,Male,D,25-31,Primary School,KK,aðri
M13425,44149,,Female,B,32-38,Master's Degree,RR,hakkari
M13426,42260,,Female,C,39-45,Primary School,YY,tokat
M13427,43131,,Male,A,52+,Master's Degree,RR,sinop
M13428,43551,,Male,A,32-38,Primary School,KK,sinop
M13429,44336,,Female,B,32-38,Master's Degree,RR,malatya
M13430,42677,,Female,A,46-52,Doctorate,ZZ,ordu
M13431,45263,,Male,E,46-52,Primary School,YY,niðde
M13432,45535,,Female,G,25-31,Doctorate,KK,bitlis
M13433,44930,,Female,G,25-31,Bachelor's Degree,KK,sinop
M13434,42985,,Male,E,32-38,Associate Degree,ZZ,hatay
M13435,42473,,Male,A,25-31,Doctorate,XX,bolu
M13436,43869,,Male,A,46-52,Master's Degree,TT,bingöl
M13437,44452,,Male,B,25-31,Associate Degree,XX,yalova
M13438,45307,,Female,D,25-31,Doctorate,KK,erzurum
M13439,44479,,Male,E,18-24,Master's Degree,ZZ,mardin
M13440,43270,,Female,F,32-38,Primary School,TT,kocaeli
M13441,44977,,Female,B,46-52,Doctorate,TT,kocaeli
M13442,42928,,Female,G,18-24,Doctorate,XX,sakarya
M13443,42121,,Male,B,46-52,Master's Degree,ZZ,samsun
M13444,44675,,Female,D,39-45,High School,ZZ,kayseri
M13445,42907,,Female,C,18-24,Master's Degree,KK,þirnak
M13446,44376,,Male,A,39-45,Doctorate,XX,bolu
M13447,44404,,Male,F,46-52,Bachelor's Degree,RR,isparta
M13448,42676,,Female,A,18-24,Master's Degree,YY,kocaeli
M13449,42378,,Female,E,39-45,Bachelor's Degree,YY,mersin
M13450,44961,,Male,F,46-52,Doctorate,KK,çanakkale
M13451,43774,,Male,B,52+,Doctorate,TT,yalova
M13452,44995,,Male,C,18-24,High School,TT,hakkari
M13453,42880,,Female,B,39-45,Master's Degree,YY,bayburt
M13454,44413,,Female,F,52+,Associate Degree,TT,bilecik
M13455,43311,,Male,A,52+,Primary School,YY,gümüþhane
M13456,42314,,Female,A,46-52,Primary School,PP,tokat
M13457,45221,,Female,C,25-31,High School,PP,trabzon
M13458,45349,,Female,G,52+,Associate Degree,XX,eskiþehir
M13459,44093,,Female,F,39-45,Primary School,TT,kirþehir
M13460,44294,,Female,B,32-38,Bachelor's Degree,XX,kayseri
M13461,42362,,Female,D,18-24,Bachelor's Degree,PP,uþak
M13462,44469,,Male,E,32-38,Master's Degree,RR,bilecik
M13463,42741,,Male,C,39-45,Associate Degree,KK,siirt
M13464,43405,,Male,E,46-52,High School,PP,düzce
M13465,43405,,Female,G,39-45,Primary School,PP,gümüþhane
M13466,43971,,Male,D,46-52,Bachelor's Degree,ZZ,bursa
M13467,42485,,Male,G,39-45,Bachelor's Degree,ZZ,nevþehir
M13468,43466,,Female,D,25-31,Doctorate,PP,tokat
M13469,43159,,Male,D,25-31,Doctorate,RR,düzce
M13470,44057,,Female,D,52+,Bachelor's Degree,KK,kirþehir
M13471,43279,,Male,B,25-31,Master's Degree,ZZ,mersin
M13472,44767,,Male,C,25-31,Bachelor's Degree,XX,kirþehir
M13473,43621,,Male,A,39-45,Doctorate,YY,uþak
M13474,43891,,Male,A,25-31,Master's Degree,TT,kars
M13475,44549,,Male,A,25-31,Associate Degree,ZZ,aðri
M13476,43926,,Female,A,52+,Associate Degree,XX,ardahan
M13477,43530,,Female,B,18-24,Bachelor's Degree,YY,van
M13478,43561,,Female,D,52+,Primary School,TT,kütahya
M13479,44156,,Male,B,18-24,High School,ZZ,hatay
M13480,43228,,Male,A,18-24,Primary School,YY,çankiri
M13481,42221,,Female,D,32-38,Associate Degree,XX,aydin
M13482,42559,,Female,D,39-45,Associate Degree,RR,düzce
M13483,42062,,Male,E,32-38,Primary School,KK,batman
M13484,43719,,Female,B,18-24,Doctorate,TT,siirt
M13485,42013,,Male,C,18-24,Master's Degree,PP,balikesir
M13486,45436,,Female,D,52+,High School,ZZ,karabük
M13487,42644,,Female,E,25-31,High School,XX,kayseri
M13488,42472,,Male,B,32-38,Bachelor's Degree,KK,çankiri
M13489,44799,,Female,E,32-38,Associate Degree,PP,trabzon
M13490,44248,,Male,B,18-24,Bachelor's Degree,ZZ,sivas
M13491,45646,,Female,B,52+,Doctorate,TT,kilis
M13492,44766,,Male,C,39-45,Associate Degree,ZZ,bartin
M13493,43729,,Female,F,39-45,High School,KK,karaman
M13494,42483,,Female,D,39-45,Primary School,KK,kirklareli
M13495,45505,,Female,C,32-38,Associate Degree,RR,balikesir
M13496,43482,,Female,A,32-38,Primary School,ZZ,erzurum
M13497,42736,,Female,F,39-45,Doctorate,PP,tokat
M13498,43736,,Female,E,32-38,Doctorate,RR,izmir
M13499,45051,,Male,A,32-38,Associate Degree,XX,bolu
M13500,42075,,Female,C,39-45,Associate Degree,TT,karaman
M13501,42639,,Male,E,52+,Associate Degree,XX,hatay
M13502,42410,,Male,D,52+,High School,RR,kahramanmaraþ
M13503,45461,,Male,G,39-45,Primary School,ZZ,aydin
M13504,42368,,Male,G,18-24,Associate Degree,XX,çorum
M13505,43784,,Female,A,39-45,Doctorate,KK,elazið
M13506,42155,,Female,C,32-38,High School,XX,erzincan
M13507,44592,,Male,E,39-45,Primary School,YY,kütahya
M13508,43342,,Male,B,25-31,High School,PP,ankara
M13509,44492,,Male,F,46-52,Associate Degree,ZZ,kilis
M13510,44830,,Female,E,39-45,Doctorate,PP,bayburt
M13511,45600,,Male,D,18-24,High School,KK,burdur
M13512,42913,,Male,F,39-45,Bachelor's Degree,ZZ,isparta
M13513,45524,,Male,E,52+,Bachelor's Degree,KK,ordu
M13514,45171,,Male,E,39-45,Associate Degree,KK,düzce
M13515,43559,,Male,C,25-31,Bachelor's Degree,TT,siirt
M13516,44071,,Female,F,25-31,Bachelor's Degree,ZZ,sakarya
M13517,43043,,Male,E,25-31,Associate Degree,RR,istanbul
M13518,43749,,Female,C,46-52,Bachelor's Degree,KK,sivas
M13519,43657,,Female,A,52+,Bachelor's Degree,PP,van
M13520,42997,,Male,E,32-38,Doctorate,ZZ,kilis
M13521,44350,,Female,E,52+,Bachelor's Degree,ZZ,karaman
M13522,43753,,Male,F,25-31,Associate Degree,KK,sinop
M13523,43790,,Male,A,32-38,Doctorate,XX,burdur
M13524,45581,,Male,C,32-38,Bachelor's Degree,KK,karabük
M13525,42928,,Male,E,39-45,Bachelor's Degree,XX,bingöl
M13526,44903,,Female,B,46-52,Primary School,PP,bayburt
M13527,44206,,Female,C,25-31,Associate Degree,TT,afyonkarahisar
M13528,42978,,Female,A,32-38,Bachelor's Degree,ZZ,aksaray
M13529,44547,,Female,F,25-31,Associate Degree,TT,manisa
M13530,42166,,Female,E,39-45,Bachelor's Degree,XX,kastamonu
M13531,43097,,Male,E,39-45,Associate Degree,XX,ankara
M13532,42279,,Male,E,32-38,Primary School,YY,kirklareli
M13533,43735,,Male,F,52+,Bachelor's Degree,ZZ,elazið
M13534,43379,,Female,F,18-24,Bachelor's Degree,ZZ,gaziantep
M13535,44014,,Female,C,25-31,Bachelor's Degree,YY,mardin
M13536,43412,,Male,C,39-45,Primary School,TT,izmir
M13537,43101,,Male,C,39-45,Doctorate,TT,mersin
M13538,45225,,Male,E,46-52,Associate Degree,ZZ,muðla
M13539,42021,,Male,A,25-31,Master's Degree,ZZ,edirne
M13540,43948,,Female,C,46-52,Master's Degree,KK,trabzon
M13541,43309,,Male,D,25-31,High School,KK,kilis
M13542,43025,,Female,B,18-24,Associate Degree,XX,bingöl
M13543,45428,,Male,E,39-45,Associate Degree,XX,malatya
M13544,44104,,Male,D,39-45,High School,PP,çankiri
M13545,44909,,Female,G,18-24,Bachelor's Degree,XX,mardin
M13546,45293,,Male,C,46-52,Doctorate,TT,sakarya
M13547,42908,,Male,D,52+,High School,XX,osmaniye
M13548,42376,,Female,E,18-24,Bachelor's Degree,ZZ,kirþehir
M13549,43819,,Female,B,39-45,Associate Degree,RR,afyonkarahisar
M13550,43896,,Male,B,46-52,Bachelor's Degree,XX,bilecik
M13551,44108,,Male,F,52+,Master's Degree,ZZ,izmir
M13552,44161,,Male,G,32-38,Doctorate,TT,þirnak
M13553,44964,,Female,D,52+,Master's Degree,ZZ,gümüþhane
M13554,42181,,Male,E,39-45,Associate Degree,XX,þanliurfa
M13555,42202,,Male,F,46-52,Doctorate,RR,bartin
M13556,45587,,Male,A,18-24,Bachelor's Degree,YY,isparta
M13557,42200,,Male,F,25-31,Bachelor's Degree,ZZ,siirt
M13558,45478,,Female,D,46-52,Associate Degree,KK,bingöl
M13559,45489,,Male,B,39-45,Associate Degree,KK,aydin
M13560,42706,,Male,C,32-38,High School,RR,afyonkarahisar
M13561,42095,,Female,E,32-38,Master's Degree,KK,kilis
M13562,44979,,Female,A,32-38,Doctorate,KK,niðde
M13563,44394,,Male,B,39-45,Primary School,KK,sakarya
M13564,42846,,Male,F,25-31,High School,XX,adana
M13565,43893,,Male,A,32-38,Master's Degree,RR,yalova
M13566,44366,,Female,F,25-31,Master's Degree,PP,batman
M13567,42669,,Male,E,46-52,Associate Degree,ZZ,manisa
M13568,44386,,Male,A,39-45,High School,TT,aydin
M13569,45238,,Male,C,25-31,High School,RR,malatya
M13570,44031,,Male,D,18-24,High School,YY,aksaray
M13571,43336,,Male,E,32-38,Bachelor's Degree,TT,nevþehir
M13572,45546,,Female,C,32-38,Doctorate,RR,van
M13573,42161,,Female,B,25-31,Primary School,RR,ordu
M13574,43727,,Female,B,46-52,Doctorate,RR,çanakkale
M13575,44969,,Female,B,46-52,Primary School,TT,van
M13576,44582,,Male,E,52+,Bachelor's Degree,YY,þanliurfa
M13577,42129,,Female,F,25-31,Associate Degree,ZZ,edirne
M13578,43876,,Female,D,46-52,Primary School,TT,siirt
M13579,43153,,Male,E,39-45,Bachelor's Degree,XX,kirklareli
M13580,45326,,Male,C,18-24,Primary School,ZZ,rize
M13581,44750,,Female,A,52+,Doctorate,PP,kastamonu
M13582,42502,,Female,A,25-31,Associate Degree,ZZ,çorum
M13583,44389,,Female,F,25-31,Primary School,XX,uþak
M13584,44571,,Female,F,25-31,Primary School,TT,hakkari
M13585,44062,,Female,F,46-52,Master's Degree,KK,bingöl
M13586,45538,,Female,G,32-38,Associate Degree,KK,mersin
M13587,43990,,Female,D,18-24,Bachelor's Degree,RR,izmir
M13588,44950,,Female,B,39-45,Master's Degree,TT,rize
M13589,42008,,Male,C,39-45,High School,KK,nevþehir
M13590,44734,,Male,A,46-52,Doctorate,KK,gaziantep
M13591,43616,,Male,D,32-38,Master's Degree,TT,mersin
M13592,45104,,Female,E,18-24,Primary School,TT,burdur
M13593,42292,,Female,A,32-38,Associate Degree,XX,bayburt
M13594,43666,,Female,E,25-31,Master's Degree,XX,bartin
M13595,43838,,Female,E,39-45,Doctorate,YY,hatay
M13596,45594,,Female,A,25-31,Primary School,PP,þanliurfa
M13597,43928,,Female,A,25-31,Primary School,TT,iðdir
M13598,44915,,Male,F,32-38,Bachelor's Degree,TT,van
M13599,42960,,Female,F,18-24,Doctorate,ZZ,hakkari
M13600,42123,,Male,A,52+,Bachelor's Degree,YY,konya
M13601,45214,,Female,E,32-38,Master's Degree,KK,þirnak
M13602,45148,,Male,D,46-52,Primary School,RR,bartin
M13603,45103,,Male,C,18-24,Doctorate,XX,þirnak
M13604,44165,,Male,C,18-24,Doctorate,XX,bilecik
M13605,43110,,Female,A,32-38,Primary School,YY,aksaray
M13606,43753,,Female,B,25-31,Master's Degree,RR,düzce
M13607,45644,,Female,F,32-38,Master's Degree,XX,kütahya
M13608,45388,,Male,C,39-45,Associate Degree,TT,ardahan
M13609,44423,,Male,G,52+,Primary School,XX,balikesir
M13610,44032,,Female,A,52+,Primary School,YY,bilecik
M13611,45488,,Female,C,18-24,Master's Degree,RR,batman
M13612,42885,,Male,C,52+,Master's Degree,TT,þanliurfa
M13613,44422,,Female,G,39-45,Bachelor's Degree,ZZ,van
M13614,44648,,Female,A,46-52,Doctorate,TT,kars
M13615,42296,,Male,C,46-52,Associate Degree,ZZ,bolu
M13616,43353,,Female,A,25-31,Doctorate,RR,tekirdað
M13617,45185,,Male,E,32-38,Associate Degree,ZZ,edirne
M13618,43311,,Female,C,39-45,Doctorate,TT,karaman
M13619,43556,,Female,B,46-52,Associate Degree,PP,bayburt
M13620,44627,,Male,F,39-45,High School,ZZ,ankara
M13621,45064,,Male,F,32-38,Primary School,PP,kastamonu
M13622,42483,,Male,B,32-38,Doctorate,YY,karabük
M13623,42944,,Male,A,52+,Bachelor's Degree,YY,uþak
M13624,42202,,Female,F,25-31,Bachelor's Degree,XX,sakarya
M13625,42510,,Male,B,52+,Bachelor's Degree,XX,burdur
M13626,42294,,Female,A,25-31,Associate Degree,YY,samsun
M13627,42997,,Male,D,46-52,Doctorate,PP,edirne
M13628,43438,,Female,B,25-31,Master's Degree,ZZ,aðri
M13629,43626,,Female,E,18-24,Primary School,RR,adana
M13630,44408,,Male,G,25-31,Primary School,YY,gaziantep
M13631,42697,,Female,F,18-24,Associate Degree,ZZ,karaman
M13632,43238,,Female,B,25-31,Associate Degree,YY,trabzon
M13633,44118,,Male,F,32-38,High School,YY,hakkari
M13634,43843,,Male,A,32-38,Doctorate,RR,artvin
M13635,44464,,Female,F,39-45,Associate Degree,RR,antalya
M13636,43370,,Male,A,18-24,High School,TT,þanliurfa
M13637,43658,,Male,A,25-31,Bachelor's Degree,PP,konya
M13638,45342,,Male,B,39-45,High School,XX,gaziantep
M13639,42860,,Male,C,32-38,Associate Degree,YY,denizli
M13640,43052,,Female,E,18-24,Bachelor's Degree,XX,bingöl
M13641,43137,,Female,D,32-38,Master's Degree,KK,ankara
M13642,43374,,Male,B,32-38,Master's Degree,XX,elazið
M13643,44793,,Male,F,52+,Master's Degree,YY,izmir
M13644,42274,,Female,F,46-52,Associate Degree,XX,tunceli
M13645,45091,,Female,E,46-52,Primary School,YY,erzurum
M13646,42651,,Female,B,52+,Associate Degree,RR,rize
M13647,43438,,Female,F,46-52,Doctorate,ZZ,manisa
M13648,43366,,Male,G,18-24,High School,RR,muþ
M13649,43507,,Female,A,52+,Doctorate,RR,elazið
M13650,45617,,Male,B,46-52,Doctorate,RR,aksaray
M13651,44137,,Female,D,46-52,Associate Degree,PP,antalya
M13652,42191,,Female,A,18-24,Master's Degree,YY,burdur
M13653,44372,,Male,C,18-24,Master's Degree,YY,zonguldak
M13654,43139,,Male,F,46-52,High School,TT,iðdir
M13655,43623,,Female,C,25-31,Associate Degree,ZZ,burdur
M13656,42082,,Male,B,25-31,Doctorate,PP,kocaeli
M13657,43286,,Female,A,18-24,Bachelor's Degree,PP,kayseri
M13658,44680,,Female,B,52+,Master's Degree,YY,kirþehir
M13659,45369,,Male,D,46-52,Associate Degree,PP,bitlis
M13660,42774,,Male,A,32-38,Master's Degree,YY,hakkari
M13661,44415,,Female,A,52+,Associate Degree,YY,karaman
M13662,45354,,Female,E,18-24,Bachelor's Degree,YY,ankara
M13663,43296,,Female,E,25-31,High School,RR,aksaray
M13664,45607,,Male,B,39-45,Master's Degree,PP,gaziantep
M13665,44746,,Male,B,32-38,High School,YY,manisa
M13666,45040,,Male,B,32-38,Doctorate,XX,hatay
M13667,44562,,Male,C,18-24,Associate Degree,RR,amasya
M13668,42329,,Male,F,46-52,Doctorate,XX,kayseri
M13669,43338,,Male,B,39-45,Master's Degree,XX,antalya
M13670,42935,,Female,D,25-31,High School,XX,malatya
M13671,44802,,Female,E,46-52,Doctorate,XX,aksaray
M13672,44390,,Male,E,25-31,Primary School,YY,artvin
M13673,44680,,Male,A,39-45,High School,ZZ,manisa
M13674,44278,,Male,G,46-52,High School,KK,yozgat
M13675,42402,,Female,E,18-24,Associate Degree,RR,adiyaman
M13676,43352,,Female,A,32-38,High School,ZZ,yalova
M13677,45001,,Male,C,46-52,Primary School,PP,kirikkale
M13678,45581,,Male,A,32-38,Doctorate,PP,gümüþhane
M13679,43796,,Male,D,39-45,Associate Degree,TT,kocaeli
M13680,43099,,Female,B,52+,Bachelor's Degree,ZZ,bolu
M13681,42321,,Male,D,25-31,Associate Degree,ZZ,adiyaman
M13682,44740,,Female,C,18-24,Doctorate,PP,adiyaman
M13683,44826,,Female,B,18-24,Doctorate,YY,karabük
M13684,44676,,Male,E,52+,Primary School,ZZ,samsun
M13685,42720,,Female,B,52+,Primary School,ZZ,bingöl
M13686,44772,,Male,F,39-45,Associate Degree,KK,bingöl
M13687,43426,,Male,C,46-52,Doctorate,RR,kocaeli
M13688,43041,,Male,E,39-45,High School,TT,elazið
M13689,43715,,Male,A,46-52,Associate Degree,ZZ,osmaniye
M13690,45627,,Female,D,52+,Doctorate,RR,manisa
M13691,42042,,Male,B,39-45,Primary School,TT,düzce
M13692,43008,,Male,F,52+,Associate Degree,XX,kayseri
M13693,44665,,Female,B,52+,Doctorate,TT,mersin
M13694,43615,,Male,A,25-31,High School,RR,kahramanmaraþ
M13695,44946,,Female,A,52+,Doctorate,ZZ,gümüþhane
M13696,43298,,Female,B,32-38,Doctorate,KK,sakarya
M13697,44664,,Female,G,32-38,High School,PP,burdur
M13698,44504,,Male,E,52+,Associate Degree,XX,bingöl
M13699,43210,,Female,G,32-38,Primary School,XX,hakkari
M13700,44322,,Male,F,46-52,High School,RR,isparta
M13701,42490,,Female,D,46-52,High School,XX,malatya
M13702,42877,,Female,D,46-52,Associate Degree,ZZ,isparta
M13703,43065,,Female,B,39-45,Doctorate,RR,sinop
M13704,44024,,Male,F,32-38,Associate Degree,RR,tokat
M13705,45358,,Male,D,39-45,Primary School,RR,çankiri
M13706,44897,,Female,A,18-24,Primary School,YY,bayburt
M13707,43477,,Male,E,32-38,Master's Degree,TT,çanakkale
M13708,44878,,Female,A,25-31,Primary School,ZZ,sakarya
M13709,43832,,Female,C,32-38,Associate Degree,YY,tunceli
M13710,42221,,Female,D,52+,High School,RR,yozgat
M13711,42882,,Female,D,39-45,Associate Degree,KK,isparta
M13712,44273,,Female,D,32-38,High School,XX,aksaray
M13713,43218,,Male,E,52+,Bachelor's Degree,YY,ordu
M13714,43322,,Male,B,18-24,Master's Degree,TT,artvin
M13715,42745,,Male,E,18-24,Associate Degree,RR,burdur
M13716,44917,,Female,B,39-45,Master's Degree,RR,balikesir
M13717,42367,,Female,F,52+,High School,ZZ,burdur
M13718,42156,,Female,B,32-38,High School,YY,þanliurfa
M13719,45513,,Male,A,25-31,Associate Degree,ZZ,iðdir
M13720,44745,,Male,F,52+,Associate Degree,RR,bursa
M13721,43874,,Male,A,39-45,Master's Degree,TT,muþ
M13722,43736,,Female,A,46-52,High School,RR,tekirdað
M13723,44161,,Female,G,46-52,Primary School,KK,çankiri
M13724,42296,,Female,G,39-45,High School,TT,bilecik
M13725,42213,,Male,D,32-38,Primary School,XX,niðde
M13726,43085,,Female,C,25-31,High School,KK,giresun
M13727,44505,,Male,A,25-31,Master's Degree,RR,eskiþehir
M13728,44080,,Male,F,39-45,Associate Degree,TT,bitlis
M13729,42016,,Male,D,18-24,Primary School,PP,aðri
M13730,42696,,Female,E,25-31,Bachelor's Degree,ZZ,konya
M13731,43743,,Male,F,32-38,Bachelor's Degree,XX,bursa
M13732,44153,,Female,D,39-45,Bachelor's Degree,TT,bayburt
M13733,43118,,Male,C,32-38,Bachelor's Degree,ZZ,düzce
M13734,43566,,Female,F,52+,Primary School,XX,kirklareli
M13735,44678,,Male,B,32-38,Doctorate,TT,elazið
M13736,44435,,Male,C,25-31,Associate Degree,ZZ,hatay
M13737,44631,,Female,E,32-38,Primary School,PP,edirne
M13738,42712,,Female,A,39-45,Doctorate,RR,kastamonu
M13739,45420,,Female,C,52+,Master's Degree,PP,kocaeli
M13740,42932,,Female,C,46-52,Bachelor's Degree,ZZ,edirne
M13741,43520,,Female,D,39-45,Master's Degree,TT,giresun
M13742,42978,,Male,G,32-38,Doctorate,PP,balikesir
M13743,44467,,Female,G,18-24,Bachelor's Degree,KK,bitlis
M13744,44832,,Male,G,32-38,Doctorate,PP,kahramanmaraþ
M13745,45071,,Female,C,52+,Doctorate,TT,denizli
M13746,42450,,Male,D,25-31,High School,YY,kahramanmaraþ
M13747,42391,,Male,G,18-24,Primary School,TT,van
M13748,42820,,Male,A,39-45,Associate Degree,YY,trabzon
M13749,44473,,Female,C,25-31,Bachelor's Degree,TT,kocaeli
M13750,45545,,Male,E,52+,Primary School,YY,diyarbakir
M13751,42274,,Female,G,25-31,Primary School,YY,amasya
M13752,45057,,Male,B,39-45,Associate Degree,XX,þirnak
M13753,43018,,Male,F,25-31,Bachelor's Degree,YY,siirt
M13754,44209,,Male,B,32-38,High School,ZZ,bolu
M13755,44315,,Female,A,18-24,Primary School,KK,çankiri
M13756,42050,,Female,B,46-52,Bachelor's Degree,XX,denizli
M13757,45261,,Female,A,52+,Bachelor's Degree,PP,muþ
